entry_id,user_id,date,meal_type,food_item,dining_hall,notes,calories,protein,carbs,fat,created_at
f0c0f12e-dacf-40e7-be84-f96519e1754f,1,2025-04-23,dinner,Steamed Broccoli,Stone-Davis,No dressing,55,3.7,11,0.6,2025-04-23 20:04:00
8d9e1a8b-440c-4e77-b5e4-8389cb7fc0bc,2,2025-04-12,lunch,Veggie Burger,Lulu,Extra spicy,124,11.0,10,5.0,2025-04-12 21:58:00
357755da-9565-40c8-879d-89ba0cdfcb46,1,2025-04-18,breakfast,Apple,Leaky Beaker,Gluten-free option,95,0.5,25,0.3,2025-04-18 21:28:00
753c931a-c20f-4a3e-a3bd-c2acff87edb7,1,2025-04-03,breakfast,Apple,Tower,Extra spicy,95,0.5,25,0.3,2025-04-03 19:22:00
b844bb98-4365-4286-a684-a0f9ee49bea4,1,2025-04-09,breakfast,Steamed Broccoli,Lulu,Extra spicy,55,3.7,11,0.6,2025-04-09 07:28:00
5c8a0067-698f-4997-a658-038536571f70,3,2025-04-03,snack,Brown Rice,Lulu,Extra spicy,216,5.0,45,1.8,2025-04-03 02:46:00
034c8039-1bff-414e-a84d-8394e3a58e3c,1,2025-04-22,snack,Greek Yogurt,Lulu,Gluten-free option,100,17.0,6,0.7,2025-04-22 02:40:00
e68d0d34-7e16-4fa6-9807-1b1190ae5f4b,1,2025-04-17,dinner,Veggie Burger,Leaky Beaker,Gluten-free option,124,11.0,10,5.0,2025-04-17 19:26:00
452bb771-515a-4cb1-b491-57613565c8d2,2,2025-04-25,lunch,Steamed Broccoli,Stone-Davis,No dressing,55,3.7,11,0.6,2025-04-25 23:43:00
ca650d3c-801d-4ec2-9fe1-9d4fdbc0c43c,2,2025-04-24,breakfast,Grilled Chicken Breast,Lulu,Extra spicy,165,31.0,0,3.6,2025-04-24 10:29:00
4618a177-004d-4015-ba88-c5ce629a6b67,2,2025-04-19,dinner,Quinoa Salad,Stone-Davis,Extra spicy,222,8.0,39,6.0,2025-04-19 11:49:00
b597e491-3290-461c-8956-ef3584e83b13,3,2025-04-18,snack,Steamed Broccoli,Lulu,No dressing,55,3.7,11,0.6,2025-04-18 21:04:00
ce2e23b1-eafa-4e47-913b-28718f54e3cf,1,2025-04-22,lunch,Quinoa Salad,Lulu,Loved it!,222,8.0,39,6.0,2025-04-22 10:51:00
9f1c69ac-a838-4179-8415-1d0263b187b2,1,2025-04-08,snack,Brown Rice,Leaky Beaker,Extra spicy,216,5.0,45,1.8,2025-04-08 02:49:00
e0282931-35f0-42c3-af11-01cb5063106e,2,2025-04-22,dinner,Brown Rice,Leaky Beaker,Loved it!,216,5.0,45,1.8,2025-04-22 16:17:00
51205fe0-66b2-44b2-b246-0d4b187c3871,1,2025-04-21,breakfast,Apple,Stone-Davis,Loved it!,95,0.5,25,0.3,2025-04-21 13:13:00
c19b5610-399e-4ed1-a8a1-0d726995bd17,3,2025-04-27,breakfast,Spaghetti Marinara,Lulu,Too salty,310,10.0,50,7.0,2025-04-27 03:26:00
ab63bc50-e095-4607-9c2b-40a8c630c3dc,2,2025-04-04,dinner,Apple,Stone-Davis,Gluten-free option,95,0.5,25,0.3,2025-04-04 12:25:00
8ad65d78-974d-42f0-8809-6d9031c3bedc,1,2025-04-12,snack,Brown Rice,Lulu,,216,5.0,45,1.8,2025-04-12 01:26:00
a71751ce-5fb1-4d3c-acb6-d78344a8cf26,1,2025-04-06,breakfast,Veggie Burger,Bates,Too salty,124,11.0,10,5.0,2025-04-06 13:08:00
87c7c823-77df-4fcd-917e-d0b00d5c7774,3,2025-04-19,lunch,Veggie Burger,Lulu,Extra spicy,124,11.0,10,5.0,2025-04-19 22:54:00
422bfecd-4c90-4b6e-b957-744644d5de88,1,2025-04-14,breakfast,Greek Yogurt,Tower,Loved it!,100,17.0,6,0.7,2025-04-14 12:01:00
ec17a9ed-a894-4b1d-8b87-c02bf8a75ca8,1,2025-04-02,breakfast,Greek Yogurt,Leaky Beaker,Loved it!,100,17.0,6,0.7,2025-04-02 08:29:00
43ab67a2-8c6a-4d9c-a46d-45ca8feb1886,2,2025-04-30,snack,Apple,Leaky Beaker,Extra spicy,95,0.5,25,0.3,2025-04-30 20:32:00
6dc46e86-22b6-4ccb-a446-974b5ae35a5c,1,2025-04-28,dinner,Steamed Broccoli,Stone-Davis,No dressing,55,3.7,11,0.6,2025-04-28 15:40:00
3ce58a40-5c33-4b3c-b095-64cd9aa27503,3,2025-04-25,breakfast,Quinoa Salad,Bates,Gluten-free option,222,8.0,39,6.0,2025-04-25 19:58:00
f7fef00b-03a5-4f0b-bbc6-80f430d19816,1,2025-04-20,dinner,Brown Rice,Leaky Beaker,No dressing,216,5.0,45,1.8,2025-04-20 12:07:00
5b6a802f-d676-4d28-b0d9-bf0bbf8392e0,1,2025-04-19,breakfast,Quinoa Salad,Tower,Extra spicy,222,8.0,39,6.0,2025-04-19 12:11:00
19a2c9e9-286c-47e5-88ea-a3221f943250,1,2025-04-26,dinner,Veggie Burger,Tower,Loved it!,124,11.0,10,5.0,2025-04-26 03:47:00
2704d768-b9e1-4485-b3ab-93d1d00ff15b,3,2025-04-04,breakfast,Veggie Burger,Leaky Beaker,Gluten-free option,124,11.0,10,5.0,2025-04-04 07:14:00
22d4673b-10b2-424b-915a-eda8c659eb69,1,2025-04-16,lunch,Greek Yogurt,Bates,Extra spicy,100,17.0,6,0.7,2025-04-16 09:19:00
6b5d1266-6b6b-4a83-a05b-97eac8888dc8,2,2025-04-03,breakfast,Veggie Burger,Bates,No dressing,124,11.0,10,5.0,2025-04-03 11:46:00
6679603d-b0e3-48b3-b1a9-51cd904c03de,1,2025-04-24,snack,Veggie Burger,Bates,Extra spicy,124,11.0,10,5.0,2025-04-24 18:45:00
46353985-87e4-430b-8232-7e1d7bc6eb83,3,2025-04-03,lunch,Veggie Burger,Bates,No dressing,124,11.0,10,5.0,2025-04-03 13:25:00
5a62f7f5-4ef4-4646-be0c-2396e13073f5,2,2025-04-05,dinner,Greek Yogurt,Bates,Gluten-free option,100,17.0,6,0.7,2025-04-05 21:35:00
8f855ff0-50c2-498f-a38f-109c99f4bdff,1,2025-04-03,breakfast,Grilled Chicken Breast,Lulu,,165,31.0,0,3.6,2025-04-03 06:03:00
de046b29-4abc-45d6-8ae6-e52693ffdadf,2,2025-04-22,lunch,Veggie Burger,Bates,Extra spicy,124,11.0,10,5.0,2025-04-22 04:46:00
93dc9971-9ba8-4c2e-a39f-0c26a8042526,3,2025-04-02,dinner,Greek Yogurt,Bates,Loved it!,100,17.0,6,0.7,2025-04-02 00:15:00
1334dcda-a9a7-49f0-a8ad-5527bd1f9649,1,2025-04-15,lunch,Quinoa Salad,Stone-Davis,Extra spicy,222,8.0,39,6.0,2025-04-15 17:02:00
b4ae2b88-7958-48ff-9387-d001437228dc,2,2025-04-23,lunch,Apple,Leaky Beaker,,95,0.5,25,0.3,2025-04-23 21:41:00
e61b62c0-4660-42b1-9ea8-e55f8067fe89,2,2025-04-04,breakfast,Steamed Broccoli,Tower,,55,3.7,11,0.6,2025-04-04 00:42:00
f85951c2-89b0-4a66-83e1-eff965cd7a14,2,2025-04-02,snack,Grilled Chicken Breast,Lulu,,165,31.0,0,3.6,2025-04-02 03:31:00
025e271a-8df5-4145-84fc-fe178ddc1c57,3,2025-04-19,snack,Veggie Burger,Leaky Beaker,No dressing,124,11.0,10,5.0,2025-04-19 09:35:00
637d7549-dd25-4ee0-acd2-6b383d38a136,2,2025-04-23,lunch,Veggie Burger,Leaky Beaker,,124,11.0,10,5.0,2025-04-23 19:28:00
c7f43769-6c45-48b6-90cd-2a411e7a7df2,2,2025-04-25,lunch,Spaghetti Marinara,Tower,Extra spicy,310,10.0,50,7.0,2025-04-25 04:49:00
fa4b345e-24db-4987-80fb-399bd55ec929,3,2025-04-16,snack,Grilled Chicken Breast,Bates,Loved it!,165,31.0,0,3.6,2025-04-16 17:08:00
39d0fa22-b8b3-438d-b925-28618e16ab65,2,2025-04-02,breakfast,Greek Yogurt,Leaky Beaker,Gluten-free option,100,17.0,6,0.7,2025-04-02 09:48:00
55fc4aad-fddc-436c-84a9-64ccad684fb4,3,2025-04-09,lunch,Veggie Burger,Stone-Davis,Gluten-free option,124,11.0,10,5.0,2025-04-09 23:12:00
cf4800fe-4f25-4fb3-8a75-99e8e1fbf1d3,1,2025-04-29,snack,Apple,Stone-Davis,Loved it!,95,0.5,25,0.3,2025-04-29 01:36:00
3720a842-440b-4644-8c4d-f3fba5f49b70,2,2025-04-25,breakfast,Quinoa Salad,Tower,Too salty,222,8.0,39,6.0,2025-04-25 18:46:00
e24675ea-bbb5-405c-a7ca-3b5178ba3498,2,2025-04-29,snack,Quinoa Salad,Stone-Davis,No dressing,222,8.0,39,6.0,2025-04-29 22:08:00
42c219d3-0780-4914-b43d-6cca8e8d95c6,2,2025-04-05,lunch,Brown Rice,Lulu,,216,5.0,45,1.8,2025-04-05 15:34:00
f9fd654a-6155-4fb5-8bb6-618e903c6ec7,1,2025-04-23,dinner,Veggie Burger,Bates,No dressing,124,11.0,10,5.0,2025-04-23 18:35:00
3d03a8af-6b31-4e08-a2d8-1547367a0b15,3,2025-04-03,snack,Apple,Lulu,Too salty,95,0.5,25,0.3,2025-04-03 15:03:00
59ee8f46-e002-4238-95d0-be0a4c3a1d40,2,2025-04-24,snack,Apple,Leaky Beaker,No dressing,95,0.5,25,0.3,2025-04-24 05:25:00
6ea831f1-cc50-47f6-9a27-74879cc293a8,1,2025-04-18,breakfast,Brown Rice,Leaky Beaker,Gluten-free option,216,5.0,45,1.8,2025-04-18 20:42:00
b4801f45-f991-4747-88b4-ede26d3b67dd,3,2025-04-07,dinner,Apple,Stone-Davis,Extra spicy,95,0.5,25,0.3,2025-04-07 22:21:00
d9835f2c-f706-4fbe-849f-476e88b41824,1,2025-04-16,snack,Greek Yogurt,Lulu,Gluten-free option,100,17.0,6,0.7,2025-04-16 03:06:00
559722c0-48a2-460f-a465-c2925bcbf6b5,1,2025-04-01,snack,Grilled Chicken Breast,Lulu,No dressing,165,31.0,0,3.6,2025-04-01 01:05:00
00a8c124-db35-4f94-b1d0-f38791c7c64d,2,2025-04-13,breakfast,Steamed Broccoli,Stone-Davis,Gluten-free option,55,3.7,11,0.6,2025-04-13 05:02:00
0499dd22-0ab0-43bb-b192-ce27de4631a2,1,2025-04-16,breakfast,Steamed Broccoli,Stone-Davis,Loved it!,55,3.7,11,0.6,2025-04-16 01:02:00
c2afd716-018e-47d2-ab35-6ddd0a159f3e,2,2025-04-09,dinner,Grilled Chicken Breast,Leaky Beaker,Loved it!,165,31.0,0,3.6,2025-04-09 01:08:00
d640b087-9781-4dcb-b259-510401614811,1,2025-04-24,dinner,Steamed Broccoli,Stone-Davis,No dressing,55,3.7,11,0.6,2025-04-24 16:40:00
d555c81b-e50a-4cbd-b2df-e64cce3bda01,1,2025-04-24,dinner,Quinoa Salad,Tower,Gluten-free option,222,8.0,39,6.0,2025-04-24 17:03:00
ef756e0c-6c95-44a8-999f-d71ae0ec9e0c,1,2025-04-20,lunch,Apple,Tower,Extra spicy,95,0.5,25,0.3,2025-04-20 14:45:00
e402e90c-3c8f-46e5-becd-00a296acf3c4,1,2025-04-21,breakfast,Brown Rice,Leaky Beaker,Loved it!,216,5.0,45,1.8,2025-04-21 11:22:00
210f04b9-fb94-46e3-83ae-76dd303393f8,3,2025-04-20,breakfast,Apple,Tower,Too salty,95,0.5,25,0.3,2025-04-20 02:31:00
8c418cca-1d57-4f9e-b5d3-7d119ac62159,1,2025-04-29,breakfast,Spaghetti Marinara,Bates,Extra spicy,310,10.0,50,7.0,2025-04-29 01:52:00
ed0fa06c-da27-43a3-9f67-520fee7f183e,2,2025-04-16,lunch,Veggie Burger,Tower,No dressing,124,11.0,10,5.0,2025-04-16 05:17:00
a111cea7-68a1-49b7-afea-9686efbe04e0,2,2025-04-24,snack,Greek Yogurt,Bates,Gluten-free option,100,17.0,6,0.7,2025-04-24 05:39:00
e3158fa3-e30f-4f88-bb0e-e7c22bd94fa2,3,2025-04-03,dinner,Apple,Tower,Loved it!,95,0.5,25,0.3,2025-04-03 23:04:00
8900bcbb-8ccb-435e-b4fd-8498c0d9fd14,1,2025-04-02,dinner,Veggie Burger,Leaky Beaker,Extra spicy,124,11.0,10,5.0,2025-04-02 21:31:00
00c3d265-98a6-4b16-83ca-d3274481c3e0,3,2025-04-25,lunch,Brown Rice,Tower,Extra spicy,216,5.0,45,1.8,2025-04-25 19:06:00
06678264-a9fc-40c3-ad9e-1fa61962cfb4,2,2025-04-27,dinner,Veggie Burger,Bates,Extra spicy,124,11.0,10,5.0,2025-04-27 06:40:00
b2c44c7d-2ad2-464a-84a3-ae767d7dcce8,1,2025-04-12,lunch,Steamed Broccoli,Leaky Beaker,,55,3.7,11,0.6,2025-04-12 23:20:00
8dfd18fb-f5b8-4d91-ba3f-cd6ea8b01857,3,2025-04-19,dinner,Steamed Broccoli,Lulu,Too salty,55,3.7,11,0.6,2025-04-19 19:18:00
a0a70928-523c-4bd6-b9a9-207d3e4e62d8,1,2025-04-06,lunch,Apple,Leaky Beaker,Too salty,95,0.5,25,0.3,2025-04-06 21:11:00
640e09b3-d5ab-4c12-89e9-f8a3dfb15b2e,1,2025-04-21,breakfast,Apple,Tower,Extra spicy,95,0.5,25,0.3,2025-04-21 20:48:00
735e9698-e85b-491d-ac2b-2048f5b0b2fe,1,2025-04-04,breakfast,Spaghetti Marinara,Tower,No dressing,310,10.0,50,7.0,2025-04-04 10:44:00
bd1872c1-bcc8-4e6f-888b-d4607b7a4a1f,3,2025-04-07,dinner,Brown Rice,Bates,Extra spicy,216,5.0,45,1.8,2025-04-07 15:06:00
118caa47-d0d0-403a-a4dc-af089b9f1e79,1,2025-04-18,breakfast,Apple,Stone-Davis,Gluten-free option,95,0.5,25,0.3,2025-04-18 19:21:00
f97ca224-e343-4a0c-83a3-ad82bb2d7cf4,1,2025-04-17,lunch,Apple,Leaky Beaker,No dressing,95,0.5,25,0.3,2025-04-17 02:17:00
e09b4fa1-2e7e-431a-85c1-5771027712cd,3,2025-04-19,breakfast,Quinoa Salad,Bates,,222,8.0,39,6.0,2025-04-19 15:53:00
3b78bc35-55b2-4b58-82ed-e14ae81f4941,1,2025-04-06,snack,Grilled Chicken Breast,Bates,Gluten-free option,165,31.0,0,3.6,2025-04-06 04:37:00
97333672-d413-4eb9-897a-1bac30285c11,1,2025-04-17,breakfast,Apple,Tower,Gluten-free option,95,0.5,25,0.3,2025-04-17 04:29:00
4a52ce03-c39d-41be-8772-dec774a4ef1d,2,2025-04-24,snack,Apple,Lulu,Extra spicy,95,0.5,25,0.3,2025-04-24 13:38:00
42c6cc9e-b239-4934-96dd-4f613620e601,1,2025-04-20,snack,Brown Rice,Stone-Davis,Extra spicy,216,5.0,45,1.8,2025-04-20 06:56:00
bf37ede6-a71b-41af-a255-74b5c3364b1d,3,2025-04-03,lunch,Quinoa Salad,Tower,Loved it!,222,8.0,39,6.0,2025-04-03 15:16:00
1f5426c9-dd1d-406b-9912-639defd57b13,1,2025-04-09,breakfast,Brown Rice,Stone-Davis,Too salty,216,5.0,45,1.8,2025-04-09 06:52:00
467ee439-db18-43ba-bfec-094980e5197f,3,2025-04-22,snack,Veggie Burger,Tower,Loved it!,124,11.0,10,5.0,2025-04-22 09:15:00
b001780c-7c20-47e1-8deb-c5b285b2c0aa,3,2025-04-23,lunch,Steamed Broccoli,Lulu,No dressing,55,3.7,11,0.6,2025-04-23 01:34:00
186c20a1-d7a6-4bf1-9a18-23618380f946,2,2025-04-16,lunch,Brown Rice,Lulu,Too salty,216,5.0,45,1.8,2025-04-16 13:47:00
053fbfef-9801-45cc-9c0e-23a0ab04f0eb,1,2025-04-20,lunch,Veggie Burger,Tower,Loved it!,124,11.0,10,5.0,2025-04-20 12:45:00
39603f4f-0c86-4142-a4c9-a2d7e08de22b,1,2025-04-18,dinner,Steamed Broccoli,Stone-Davis,Loved it!,55,3.7,11,0.6,2025-04-18 15:07:00
a990b863-bbca-4b15-a7d3-50f45810e000,2,2025-04-13,dinner,Apple,Stone-Davis,Extra spicy,95,0.5,25,0.3,2025-04-13 19:21:00
cd6271a6-19d6-4c0d-a516-639adf9b059f,1,2025-04-26,lunch,Greek Yogurt,Tower,Gluten-free option,100,17.0,6,0.7,2025-04-26 10:35:00
ed4046af-35cd-47f8-95cf-483982cfb55b,2,2025-04-24,dinner,Quinoa Salad,Stone-Davis,No dressing,222,8.0,39,6.0,2025-04-24 07:18:00
779f9591-1dab-4a30-ad33-09f078eb410b,2,2025-04-12,lunch,Quinoa Salad,Bates,Loved it!,222,8.0,39,6.0,2025-04-12 14:15:00
b4fb3a67-454e-42a8-aa96-2c696df5f38a,2,2025-04-30,breakfast,Apple,Leaky Beaker,Too salty,95,0.5,25,0.3,2025-04-30 18:58:00
1352f87e-4836-4681-8a48-a257e90c41ed,1,2025-04-13,snack,Grilled Chicken Breast,Tower,Extra spicy,165,31.0,0,3.6,2025-04-13 00:28:00
703417d0-fca6-4699-9610-aef06d0bc9c3,1,2025-04-01,breakfast,Grilled Chicken Breast,Tower,Extra spicy,165,31.0,0,3.6,2025-04-01 18:19:00
5d456353-d660-4a33-ae70-918a5d43ae67,3,2025-04-20,lunch,Spaghetti Marinara,Leaky Beaker,,310,10.0,50,7.0,2025-04-20 04:12:00
60f88994-5eb8-48f7-80f6-8861368dda27,2,2025-04-16,snack,Spaghetti Marinara,Stone-Davis,No dressing,310,10.0,50,7.0,2025-04-16 20:24:00
62886e74-49c1-4e2a-b2f4-3649a14dd0e3,3,2025-04-11,breakfast,Grilled Chicken Breast,Tower,,165,31.0,0,3.6,2025-04-11 03:56:00
d70fc94d-b1b0-4dbf-9b76-fbba6e03ed62,1,2025-04-17,lunch,Quinoa Salad,Leaky Beaker,Too salty,222,8.0,39,6.0,2025-04-17 08:53:00
ca771b64-5bae-4708-85b2-a3df7375094e,2,2025-04-09,breakfast,Veggie Burger,Stone-Davis,Gluten-free option,124,11.0,10,5.0,2025-04-09 14:04:00
2d609ae1-274e-4c8c-b9b8-51a9d2747cdf,1,2025-04-28,dinner,Greek Yogurt,Lulu,Gluten-free option,100,17.0,6,0.7,2025-04-28 11:41:00
25c85212-c03f-4985-84be-708983a9903d,2,2025-04-18,snack,Spaghetti Marinara,Lulu,Extra spicy,310,10.0,50,7.0,2025-04-18 20:02:00
c3355664-cc44-4582-88a6-d501130859cd,2,2025-04-24,snack,Quinoa Salad,Bates,,222,8.0,39,6.0,2025-04-24 08:52:00

